,age,workclass,fnlwgt,education,education.num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
13059,63,5,201631,15,5,2,1.0,4,0,0,0,0,40,1,0
13060,40,5,439919,15,5,2,6.0,4,3,0,0,0,40,21,0
13061,21,5,182117,12,13,5,13.0,2,3,0,0,0,20,1,0
13062,20,1,334113,0,10,2,13.0,4,3,0,0,0,40,1,0
13063,42,5,184837,3,9,2,6.0,1,3,1,7298,0,40,1,1
13065,47,2,211123,3,9,2,9.0,4,3,0,0,0,40,1,0
13066,48,0,38819,3,9,2,9.0,4,3,0,0,0,36,1,0
13067,61,5,162391,6,4,2,11.0,4,3,0,0,1651,40,1,0
13069,35,1,89040,12,13,2,7.0,4,3,0,0,0,40,1,1
13070,46,5,264210,0,10,2,1.0,1,3,1,0,0,20,1,0
13071,18,5,87157,5,8,5,13.0,5,3,0,0,0,25,1,0
13072,28,6,398918,12,13,5,5.0,0,3,0,0,0,50,1,1
13074,20,5,155818,3,9,5,13.0,5,3,1,0,0,20,1,0
13075,28,5,243660,3,9,2,11.0,4,3,0,0,0,40,1,0
13076,57,5,134195,3,9,2,10.0,4,3,0,0,0,40,1,0
13077,56,5,238638,6,4,2,9.0,4,3,0,0,0,40,1,0
13078,33,5,159929,3,9,2,9.0,4,3,0,0,0,40,1,0
13079,19,5,198668,3,9,5,4.0,5,3,0,0,0,40,1,0
13080,29,5,215504,3,9,2,6.0,4,3,0,0,0,40,1,0
13081,30,5,158002,0,10,5,9.0,2,3,0,0,0,55,27,0
13082,53,4,35305,12,13,4,5.0,3,3,1,0,0,57,1,0
13083,25,5,195994,8,2,5,8.0,0,3,1,0,0,40,32,0
13084,44,1,321824,3,9,2,,4,3,0,0,0,38,1,0
13085,22,5,180449,0,10,2,4.0,4,3,0,0,0,28,1,0
13086,40,5,201764,3,9,4,9.0,0,3,0,0,0,40,1,0
13088,30,6,226535,6,4,2,1.0,4,3,0,0,0,40,21,0
13089,51,5,136121,14,11,4,3.0,3,3,1,0,0,38,1,0
13090,17,5,47199,11,7,5,8.0,5,3,1,0,0,24,1,0
13091,46,4,215895,12,13,2,,4,3,0,0,0,40,1,1
13092,50,1,24647,0,10,2,3.0,4,3,0,0,0,40,1,1
13093,34,5,734193,0,10,5,7.0,0,3,1,0,0,50,1,0
13095,41,2,192589,12,13,2,3.0,4,3,0,0,0,40,1,0
13096,32,5,326283,12,13,5,13.0,3,2,0,0,0,40,1,0
13097,32,5,207284,3,9,2,6.0,4,3,0,0,0,40,1,0
13098,47,5,109089,0,10,2,5.0,4,3,0,0,0,70,1,0
13099,50,5,274528,0,10,2,10.0,4,3,0,0,0,40,1,0
13100,77,5,142646,6,4,1,8.0,3,3,1,0,0,23,1,0
13101,33,5,180859,3,9,4,7.0,0,3,0,0,0,40,1,0
13102,47,0,188610,3,9,2,6.0,4,3,0,0,0,48,1,0
13103,64,5,169604,11,7,2,11.0,4,3,0,0,0,40,1,0
13104,34,5,260560,3,9,2,7.0,4,3,0,0,0,50,1,0
13105,34,4,188245,3,9,5,5.0,3,0,1,0,0,35,1,0
13106,67,4,103315,4,14,5,7.0,2,3,1,15831,0,72,1,1
13107,37,4,52465,3,9,5,13.0,0,3,0,0,0,40,1,0
13108,34,5,737315,12,13,2,5.0,4,3,0,0,0,40,1,1
13110,50,6,219420,10,16,4,10.0,0,3,0,0,0,64,1,0
13111,60,5,198170,12,13,2,7.0,4,3,0,0,0,45,1,1
13112,46,4,183168,12,13,4,5.0,3,3,1,0,0,43,1,0
13113,44,5,196545,12,13,2,9.0,4,3,0,7298,0,40,1,1
13114,43,5,168412,3,9,2,10.0,2,3,1,0,0,44,18,0
13115,48,5,174386,4,14,2,5.0,4,3,0,0,0,40,37,1
13116,36,5,544686,3,9,5,3.0,2,3,1,2907,0,40,33,0
13117,48,5,95661,0,10,5,3.0,0,3,1,0,0,43,1,0
13118,37,5,468713,0,10,2,3.0,4,3,0,0,0,40,1,0
13119,51,5,169112,4,14,2,10.0,4,3,0,0,0,40,1,1
13120,52,5,74024,4,14,2,5.0,4,3,0,0,0,45,1,1
13121,27,5,110622,2,3,5,10.0,5,1,1,0,0,20,20,0
13122,43,4,33331,4,14,2,7.0,4,3,0,0,0,40,1,1
13123,23,5,181557,3,9,5,13.0,5,0,0,0,0,25,1,0
13124,66,5,142624,9,12,2,6.0,4,3,0,5556,0,40,36,1
13125,37,6,192251,13,6,2,13.0,1,3,1,2635,0,40,1,0
13126,35,5,146091,0,10,5,3.0,0,3,1,0,0,40,1,0
13127,42,4,174575,12,13,2,5.0,4,3,0,5178,0,40,1,1
13128,49,5,200949,13,6,5,13.0,3,3,1,0,0,38,39,0
13129,51,4,201560,12,13,2,5.0,1,3,1,0,0,40,1,1
13130,71,2,149386,3,9,1,7.0,0,3,0,0,0,9,1,0
13131,50,4,168672,4,14,2,5.0,1,3,1,0,1902,40,1,1
13132,63,5,38352,3,9,1,3.0,3,3,1,0,0,40,1,0
13133,41,1,180272,4,14,5,5.0,5,3,1,0,0,35,1,0
13134,24,1,275421,0,10,5,6.0,5,3,1,0,0,40,1,0
13135,41,4,173051,0,10,4,13.0,3,3,1,0,0,45,1,0
13136,33,4,167474,9,12,2,3.0,4,3,0,0,0,40,1,0
13137,42,4,267138,0,10,2,9.0,4,0,0,0,0,40,1,0
13138,23,5,135138,12,13,5,10.0,5,1,0,0,0,40,1,0
13139,49,5,218357,14,11,4,5.0,0,3,1,0,0,38,1,0
13140,28,6,107236,5,8,2,9.0,0,3,0,0,0,40,1,0
13141,31,5,138416,2,3,2,4.0,4,3,0,0,0,56,21,0
13142,28,5,154863,12,13,5,3.0,5,0,0,0,0,35,1,0
13143,37,5,194004,11,7,2,9.0,4,3,0,0,0,25,1,0
13144,19,5,339123,0,10,5,7.0,5,3,0,0,0,40,1,0
13145,51,4,548361,12,13,2,5.0,4,3,0,0,0,26,1,0
13146,25,5,101812,14,11,2,10.0,4,3,0,0,0,41,1,0
13147,49,0,127111,3,9,2,7.0,4,3,0,0,0,50,1,0
13148,47,5,171807,3,9,4,10.0,3,3,1,0,0,45,1,0
13149,48,4,40666,3,9,2,13.0,4,3,0,0,0,40,1,0
13150,41,4,340682,3,9,4,3.0,0,3,1,0,0,40,1,0
13151,32,5,175052,3,9,4,3.0,3,3,1,0,0,40,1,0
13153,46,5,154405,3,9,2,4.0,4,0,0,0,0,40,1,0
13154,17,5,108402,13,6,5,10.0,5,3,1,0,0,20,1,0
13155,34,5,346275,11,7,4,4.0,0,3,0,0,0,43,1,0
13156,44,5,42476,3,9,5,3.0,2,3,1,0,0,30,1,0
13157,23,5,161708,9,12,5,13.0,5,3,1,0,0,20,1,0
13158,35,5,70447,0,10,5,5.0,3,1,0,4650,0,20,1,0
13159,30,5,189759,12,13,5,11.0,0,3,0,4865,0,40,1,0
13161,34,5,250724,12,13,2,10.0,4,3,0,0,0,45,19,0
13162,34,2,149368,7,15,2,5.0,4,3,0,0,0,40,1,1
13163,39,5,154641,14,11,2,3.0,4,3,0,0,0,40,1,0
13164,28,5,38309,14,11,2,3.0,4,3,0,2407,0,40,1,0
13165,53,4,202733,4,14,2,7.0,4,3,0,7688,0,70,1,1
13166,34,5,56150,11,7,5,11.0,3,3,0,0,0,40,1,0
13167,21,5,260254,3,9,5,9.0,0,3,0,0,0,40,1,0
13168,53,5,108083,6,4,2,1.0,4,3,0,0,0,45,1,0
13169,54,6,71344,4,14,4,5.0,0,3,0,0,0,50,1,1
13170,32,5,174215,0,10,4,10.0,3,3,1,0,0,40,1,0
13171,39,1,114366,12,13,5,5.0,0,3,0,0,0,35,1,0
13172,39,5,158962,0,10,4,6.0,3,3,1,0,0,40,1,0
13173,29,5,179498,3,9,2,7.0,4,3,0,0,0,40,6,0
13174,29,5,31935,3,9,4,5.0,0,3,1,0,0,40,1,0
13175,43,5,149909,3,9,2,9.0,4,3,0,0,0,42,1,1
13177,39,5,216552,4,14,2,3.0,4,3,0,0,0,40,1,0
13178,45,5,255348,0,10,4,7.0,0,3,1,0,0,40,1,0
13179,36,5,176050,0,10,2,6.0,4,3,0,0,0,40,1,0
13182,43,4,337469,0,10,4,3.0,0,3,1,594,0,20,21,0
13183,31,5,159737,3,9,5,10.0,3,0,1,0,0,58,1,0
13184,39,5,316211,3,9,2,7.0,4,3,0,0,0,60,1,1
13185,32,5,127610,12,13,2,5.0,1,3,1,0,1902,32,1,1
13186,45,4,556652,3,9,2,9.0,4,0,0,0,0,40,1,1
13187,19,5,265576,3,9,5,4.0,5,3,0,0,0,50,1,0
13188,43,5,347653,0,10,2,5.0,4,3,0,0,0,48,1,1
13189,32,5,62374,14,11,2,11.0,4,3,0,0,0,40,1,0
13190,43,6,170230,12,13,5,10.0,0,3,1,0,0,60,1,0
13191,34,5,203051,12,13,2,3.0,4,3,0,0,0,27,1,0
13192,66,0,115880,0,10,2,5.0,4,3,0,0,0,40,1,0
13193,37,5,167735,14,11,2,9.0,4,3,0,0,1887,40,1,1
13194,46,0,181413,9,12,2,7.0,1,3,1,0,0,40,1,0
13195,23,5,185554,12,13,5,5.0,5,3,1,0,0,40,1,0
13196,41,5,350387,12,13,5,5.0,0,3,0,0,0,40,1,1
13198,55,5,105582,3,9,2,4.0,4,3,0,3103,0,40,1,1
13199,35,6,350247,7,15,2,5.0,4,3,0,0,0,50,1,1
13201,37,5,107737,12,13,2,5.0,4,3,0,0,0,55,1,1
13203,43,5,115562,12,13,2,5.0,4,3,0,0,0,42,1,1
13204,30,6,131584,14,11,5,9.0,5,3,0,0,0,60,1,0
13205,36,4,95855,4,14,2,5.0,1,3,1,0,0,60,1,1
13206,54,5,391016,12,13,2,10.0,4,3,0,0,0,40,1,1
13207,36,2,51089,12,13,2,3.0,4,3,0,0,0,50,1,1
13208,78,0,188044,12,13,2,7.0,4,3,0,0,2392,40,1,1
13209,77,5,117898,12,13,2,7.0,4,3,0,0,0,50,1,1
13210,28,5,70240,3,9,0,13.0,0,1,1,0,0,40,16,0
13211,39,6,187693,3,9,2,9.0,4,3,0,0,0,72,1,1
13212,37,5,341672,12,13,3,2.0,0,1,0,0,0,40,16,0
13213,34,5,208043,14,11,2,5.0,4,3,0,7298,0,45,1,1
13214,22,4,289982,12,13,5,5.0,5,3,1,0,0,35,1,0
13215,54,5,76344,12,13,5,13.0,0,3,1,0,0,50,1,0
13216,21,5,200973,0,10,5,10.0,5,3,1,0,0,20,1,0
13217,36,5,111377,13,6,2,9.0,4,3,0,0,0,40,1,0
13218,62,6,136684,3,9,1,3.0,2,3,1,0,0,30,1,0
13219,40,5,176716,0,10,2,10.0,4,3,0,0,0,40,1,1
13220,47,6,166894,0,10,4,5.0,3,0,1,0,0,40,1,0
13221,38,5,243872,12,13,2,10.0,4,3,0,0,0,70,1,1
13222,28,5,155621,2,3,5,9.0,0,3,0,0,0,40,30,0
13223,46,5,102597,12,13,4,5.0,3,3,1,0,0,40,1,0
13224,22,5,60331,0,10,2,13.0,4,3,0,0,0,35,1,0
13225,37,5,75024,3,9,4,10.0,3,3,1,0,0,25,5,0
13226,69,5,174474,13,6,3,6.0,0,3,1,0,0,28,39,0
13227,43,5,145441,12,13,2,7.0,4,3,0,0,0,50,1,1
13228,53,5,83434,12,13,5,13.0,0,1,1,0,0,21,9,1
13229,20,5,691830,3,9,5,10.0,5,0,1,0,0,35,1,0
13230,22,5,189203,12,13,5,5.0,0,3,0,0,0,50,1,0
13231,48,5,115784,15,5,2,9.0,4,3,0,0,0,44,1,0
13232,40,2,280167,4,14,2,5.0,4,3,0,0,0,40,1,1
13234,39,5,52978,0,10,4,13.0,0,3,1,0,1721,55,1,0
13235,57,5,169329,3,9,2,2.0,4,0,0,0,1887,40,38,1
13236,23,5,315065,13,6,5,13.0,3,3,0,0,0,60,21,0
13237,25,4,167835,12,13,2,5.0,1,3,1,0,0,38,1,1
13238,22,5,63105,3,9,5,5.0,5,0,0,0,0,40,1,0
13239,23,5,520775,5,8,5,8.0,5,3,0,0,0,30,1,0
13240,41,4,47902,12,13,2,5.0,4,3,0,0,0,45,1,1
13241,25,5,145434,0,10,5,6.0,0,3,1,0,0,25,1,0
13242,58,5,56392,0,10,2,10.0,4,3,0,0,0,40,1,0
13243,33,5,162312,3,9,4,10.0,0,1,0,0,0,45,9,0
13244,28,5,204074,4,14,2,5.0,4,3,0,0,0,48,1,0
13245,19,5,99246,11,7,5,6.0,0,3,1,0,0,25,1,0
13246,44,5,102085,0,10,4,3.0,2,3,1,0,0,40,1,0
13247,68,5,168794,1,1,5,6.0,0,3,0,0,0,10,1,0
13248,33,1,332379,3,9,2,9.0,4,3,0,0,0,40,1,1
13249,24,5,233419,3,9,4,7.0,0,3,1,0,0,40,1,0
13250,44,6,57233,3,9,2,1.0,4,3,0,0,0,50,1,0
13251,38,5,192337,12,13,2,7.0,4,3,0,7688,0,40,1,1
13252,31,5,442429,3,9,3,9.0,3,3,1,0,0,40,21,0
13253,29,5,369114,3,9,4,3.0,0,3,1,0,0,40,1,0
13254,65,5,261334,15,5,1,10.0,0,3,1,0,0,40,1,0
13255,55,5,160303,3,9,1,3.0,2,3,1,0,0,40,1,0
13256,49,5,50474,3,9,2,7.0,4,3,0,0,0,40,1,0
13257,27,5,321577,3,9,5,6.0,5,0,1,0,0,40,1,0
13258,41,5,29591,3,9,4,10.0,0,3,0,0,0,30,1,0
13259,33,6,334744,0,10,2,9.0,4,3,0,0,0,50,1,1
13260,22,6,269474,3,9,5,1.0,5,3,0,0,0,40,1,0
13261,41,5,287306,3,9,2,5.0,4,3,0,0,1902,40,1,1
13262,66,5,33619,3,9,2,13.0,4,0,0,0,0,4,1,0
13263,38,5,149347,0,10,4,10.0,0,3,0,0,0,60,1,0
13264,43,5,96249,3,9,2,6.0,4,3,0,0,0,42,1,1
13265,40,4,370502,0,10,2,4.0,4,3,0,0,0,40,21,0
13266,32,5,188246,0,10,2,10.0,4,3,0,0,0,40,1,1
13267,30,5,167558,3,9,5,10.0,3,3,1,0,0,35,21,0
13268,35,5,292185,12,13,2,3.0,4,3,0,0,0,40,1,0
13269,41,5,101593,4,14,2,5.0,4,3,0,15024,0,50,1,1
13270,33,4,70164,12,13,5,5.0,0,4,0,0,0,60,1,0
13271,36,5,269722,12,13,2,7.0,4,3,0,0,0,55,1,1
13272,33,6,175502,12,13,2,5.0,4,3,0,0,0,60,1,0
13273,53,5,233165,3,9,2,7.0,4,3,0,0,0,60,1,1
13274,27,5,177351,12,13,5,10.0,0,3,0,0,0,45,1,0
13275,22,5,212114,12,13,5,4.0,5,3,1,0,0,15,1,0
13276,26,5,288959,3,9,2,10.0,4,0,0,0,0,36,1,0
13277,64,5,231619,3,9,2,10.0,1,3,1,0,0,21,1,0
13278,48,5,146919,0,10,4,3.0,3,3,1,0,0,45,1,0
13279,23,5,388811,3,9,5,3.0,5,3,1,0,0,40,1,0
13281,35,6,98360,12,13,2,5.0,4,3,0,0,0,40,1,0
13282,46,5,369538,0,10,2,10.0,4,3,0,0,0,40,1,1
13283,65,6,31740,0,10,1,7.0,3,3,1,0,0,45,1,0
13284,53,5,223660,3,9,1,6.0,0,3,0,6849,0,40,1,0
13285,18,5,333611,2,3,5,13.0,2,3,0,0,0,54,21,0
13286,34,6,108247,7,15,2,5.0,4,3,0,0,0,55,1,1
13287,28,5,76129,3,9,5,6.0,3,3,1,0,0,40,32,0
13288,37,5,91711,12,13,2,7.0,4,3,0,0,0,60,1,1
13290,59,5,182062,12,13,2,5.0,4,3,0,5013,0,40,1,0
13291,32,5,252752,4,14,5,7.0,0,3,1,13550,0,60,1,1
13292,31,5,43953,12,13,2,5.0,1,3,1,0,0,35,1,0
13293,25,4,84224,12,13,5,5.0,0,3,1,0,0,40,1,0
13294,81,5,100675,8,2,2,5.0,4,3,0,0,0,15,18,0
13295,47,5,155509,3,9,3,13.0,2,0,1,0,0,35,1,0
13296,39,5,29814,3,9,2,9.0,4,3,0,0,0,40,1,0
13297,37,5,241805,0,10,2,13.0,4,0,0,0,0,30,1,0
13298,44,5,214838,3,9,2,6.0,4,3,0,0,0,45,1,1
13299,37,5,240810,9,12,2,9.0,4,3,0,0,0,45,1,0
13300,41,5,154076,0,10,2,3.0,4,3,0,0,0,50,1,1
13302,55,5,170287,0,10,2,5.0,4,3,0,0,0,40,18,1
13303,60,5,145995,12,13,2,10.0,4,3,0,0,0,40,1,1
13305,23,5,233626,12,13,5,10.0,0,3,0,0,0,25,1,0
13306,19,5,607799,3,9,5,6.0,0,3,1,0,0,60,1,0
13307,45,5,88500,0,10,2,6.0,4,3,0,0,0,44,1,1
13308,36,5,127809,3,9,3,13.0,3,0,1,0,0,30,1,0
13309,46,5,243743,12,13,2,5.0,4,3,0,0,0,40,1,1
13310,48,5,177211,11,7,2,6.0,4,3,0,0,0,40,1,0
13311,39,6,231180,3,9,2,13.0,4,3,0,0,0,50,1,0
13312,29,5,253856,12,13,2,11.0,4,3,0,0,0,20,1,0
13313,39,5,177075,3,9,4,3.0,0,3,1,0,0,40,1,0
13314,26,5,152855,3,9,5,7.0,5,2,1,0,0,40,21,0
13315,37,5,191137,9,12,4,5.0,3,3,0,0,0,25,1,0
13316,49,5,255559,0,10,2,3.0,1,3,1,0,0,40,1,1
13317,27,5,169815,12,13,5,10.0,5,3,0,0,0,40,1,0
13318,28,5,221215,13,6,5,4.0,2,3,0,0,0,40,21,0
13319,35,5,270059,0,10,4,10.0,3,3,1,0,0,30,1,0
13321,17,5,345403,13,6,5,13.0,5,3,0,0,0,40,1,0
13322,18,5,194897,3,9,5,4.0,5,4,0,0,0,40,1,0
13323,33,5,388741,0,10,5,3.0,3,2,1,0,0,38,1,0
13324,33,5,355856,9,12,2,10.0,4,1,0,0,0,60,1,0
13325,51,5,122109,0,10,2,3.0,1,3,1,0,0,35,1,0
13326,49,5,75673,3,9,5,3.0,5,1,1,0,0,40,1,0
13327,49,0,141058,0,10,4,7.0,0,3,0,0,2339,50,1,0
13328,41,5,47902,0,10,2,10.0,4,3,0,0,0,35,1,1
13329,64,5,221343,8,2,4,8.0,0,3,1,0,0,12,1,0
13330,40,5,255675,0,10,2,5.0,4,3,0,0,0,40,1,1
13331,49,2,203505,3,9,1,3.0,0,3,1,0,0,40,1,0
13332,23,5,125106,12,13,5,5.0,5,3,1,0,0,40,1,0
13333,34,5,139890,0,10,4,3.0,3,3,1,0,0,40,1,0
13334,38,5,76878,11,7,2,9.0,4,3,0,5178,0,40,1,1
13335,47,6,28035,0,10,2,1.0,4,3,0,0,0,86,1,0
13336,30,5,43953,3,9,5,3.0,2,3,1,0,1974,40,1,0
13337,36,5,163237,9,12,2,3.0,4,3,0,0,0,40,1,1
13338,23,4,55890,12,13,5,5.0,0,3,1,0,0,40,1,0
13339,47,6,255934,0,10,2,7.0,4,3,0,0,0,80,1,0
13340,61,5,168654,3,9,4,3.0,0,3,1,0,0,40,5,0
13341,47,6,39986,12,13,2,10.0,4,3,0,0,0,40,1,0
13342,56,5,208451,12,13,2,5.0,4,3,0,0,0,40,1,1
13343,20,5,206681,5,8,5,10.0,0,3,1,0,0,55,1,0
13344,33,5,117779,3,9,2,6.0,1,3,1,0,0,46,1,1
13345,36,6,129150,3,9,2,1.0,4,3,0,0,0,50,1,1
13347,34,4,226443,0,10,2,,4,3,0,0,0,40,1,1
13348,56,5,146326,3,9,2,11.0,4,3,0,0,0,50,1,0
13349,32,5,187901,14,11,5,7.0,0,3,1,0,0,23,1,0
13350,26,5,97153,9,12,2,6.0,4,3,0,5178,0,40,1,1
13351,49,5,188694,12,13,5,7.0,0,3,0,0,0,40,1,1
13352,71,5,187493,3,9,2,,4,3,0,0,0,40,1,1
13353,19,5,212468,0,10,5,13.0,5,3,1,0,0,15,1,0
13354,20,5,84726,0,10,5,2.0,0,3,1,0,0,40,1,0
13355,42,5,137907,3,9,4,3.0,3,3,1,0,0,35,1,0
13356,51,5,34361,0,10,2,7.0,1,3,1,0,0,20,1,1
13357,38,5,254114,0,10,0,5.0,5,0,1,0,0,40,1,0
13358,38,5,170174,13,6,2,6.0,4,3,0,0,0,40,1,1
13359,35,6,190895,12,13,4,7.0,0,3,0,0,0,25,1,0
13360,24,4,317443,12,13,2,5.0,1,0,1,0,0,40,1,0
13361,40,5,375603,3,9,4,3.0,3,0,0,0,0,40,1,0
13362,21,5,203076,3,9,5,4.0,5,3,0,0,0,35,1,0
13363,49,5,53893,3,9,4,11.0,0,3,0,0,0,40,1,0
13365,54,5,167770,3,9,2,7.0,4,3,0,0,1902,55,1,1
13366,52,5,204584,12,13,0,7.0,0,3,1,0,0,42,1,0
13367,27,5,660870,12,13,5,5.0,0,3,1,0,0,60,1,0
13368,20,5,105686,3,9,5,6.0,0,3,0,0,0,40,1,0
13370,31,5,148607,0,10,4,6.0,0,3,0,0,0,40,1,0
13371,25,5,255849,3,9,5,3.0,5,3,1,0,0,40,1,0
13372,19,2,255921,0,10,5,4.0,5,3,0,0,0,20,3,0
13373,33,5,113326,0,10,2,9.0,4,3,0,0,0,50,1,0
13374,23,5,440456,12,13,5,13.0,0,3,0,0,0,40,1,0
13375,34,5,105493,4,14,4,5.0,3,3,1,0,0,40,1,0
13376,42,5,259757,12,13,4,5.0,3,3,0,0,653,50,1,1
13377,37,4,89491,4,14,4,7.0,0,3,1,0,0,40,1,0
13378,25,5,171818,12,13,5,7.0,5,3,1,0,0,40,1,0
13379,40,5,51151,14,11,2,9.0,4,3,0,0,0,40,1,0
13380,33,6,188957,12,13,5,10.0,0,3,1,0,0,40,1,0
13381,31,5,97933,0,10,5,3.0,0,3,1,0,0,40,1,0
13382,32,0,195447,12,13,2,10.0,4,3,0,0,0,45,1,0
13384,54,0,383365,12,13,2,10.0,4,3,0,0,0,70,1,1
13385,32,6,203408,3,9,2,9.0,4,3,0,0,0,44,1,0
13386,29,4,148182,3,9,2,11.0,4,0,0,0,0,40,1,0
13387,26,4,211497,0,10,2,5.0,4,3,0,0,0,40,1,0
13388,39,6,48063,0,10,2,1.0,4,3,0,0,0,60,1,0
13389,57,5,211804,12,13,2,5.0,4,3,0,3103,0,50,1,1
13390,54,5,185407,0,10,2,1.0,4,3,0,0,0,40,1,0
13391,57,5,225927,13,6,2,6.0,4,3,0,0,0,40,1,0
13392,23,2,314525,12,13,5,5.0,0,3,0,0,0,40,1,0
13393,27,6,208577,0,10,2,7.0,4,3,0,0,0,45,1,1
13394,42,5,222884,12,13,5,7.0,0,3,0,0,0,55,1,1
13395,31,5,209538,13,6,2,9.0,4,3,0,0,0,40,1,0
13396,49,4,177114,4,14,4,5.0,0,3,1,0,0,60,1,0
13397,50,5,173754,3,9,2,9.0,4,3,0,0,0,40,1,0
13398,46,4,121370,3,9,4,3.0,3,3,1,0,0,30,1,0
13399,37,5,67125,3,9,4,10.0,0,3,0,0,0,60,1,0
13400,26,5,67240,3,9,2,9.0,4,3,0,0,0,40,1,0
13401,27,5,198346,12,13,4,3.0,0,3,1,0,0,35,1,0
13402,24,5,141003,0,10,5,7.0,5,3,0,0,0,25,1,0
13403,24,0,60668,3,9,5,9.0,5,3,0,0,0,40,1,0
13404,29,5,104256,3,9,4,10.0,0,3,1,0,0,34,1,0
13405,47,5,131002,12,13,2,5.0,4,3,0,0,0,50,1,1
13406,33,6,155151,0,10,2,10.0,4,3,0,0,1740,50,1,0
13407,26,5,177720,9,12,4,5.0,3,3,1,0,0,45,1,0
13408,20,5,39615,0,10,5,9.0,5,3,0,0,0,40,1,0
13409,25,5,203871,14,11,2,5.0,1,3,1,0,1887,40,1,1
13410,57,1,25045,12,13,4,3.0,3,3,0,2174,0,37,1,0
13411,36,5,112264,3,9,2,11.0,4,3,0,0,0,50,1,0
13412,25,5,169100,4,14,2,7.0,4,3,0,0,0,40,1,0
13413,46,5,155659,12,13,2,6.0,4,3,0,0,0,40,6,1
13414,39,5,291665,3,9,2,3.0,4,3,0,4508,0,24,1,0
13415,29,5,224215,0,10,2,9.0,4,3,0,0,0,40,1,1
13416,18,5,270502,11,7,5,7.0,5,3,1,0,0,20,1,0
13417,46,5,125487,14,11,2,2.0,4,3,0,0,0,40,1,0
13418,61,5,51385,12,13,2,10.0,4,3,0,0,0,50,1,1
13419,41,5,112763,3,9,1,10.0,0,3,1,0,0,40,1,0
13420,50,5,108926,0,10,4,6.0,0,0,1,0,0,40,1,0
13421,53,5,366957,12,13,2,7.0,4,1,0,99999,0,50,8,1
13422,36,4,109766,12,13,5,,0,3,0,0,0,60,1,0
13423,38,5,226106,0,10,5,3.0,3,0,1,0,0,40,1,0
13424,75,6,92792,3,9,2,10.0,4,3,0,0,0,35,1,0
13425,26,5,186950,14,11,2,3.0,1,3,1,0,0,40,1,1
13426,44,5,230478,12,13,2,7.0,4,3,0,0,0,40,1,1
13427,25,5,231638,3,9,5,3.0,5,3,1,0,0,40,1,0
13428,31,5,120461,0,10,5,10.0,5,3,1,0,0,40,1,0
13429,49,5,33673,5,8,5,11.0,0,1,0,0,0,35,1,0
13430,34,5,191385,3,9,2,6.0,4,3,0,0,0,48,1,0
13431,31,6,229946,3,9,2,5.0,4,3,0,0,0,40,30,0
13432,47,6,160131,0,10,4,9.0,0,3,0,0,0,40,1,0
13433,38,5,190895,12,13,2,7.0,4,3,0,7298,0,50,1,1
13434,18,5,126021,3,9,5,9.0,5,3,1,0,0,20,1,0
13435,47,5,27815,15,5,4,13.0,0,3,1,0,1719,30,1,0
13436,42,5,203542,3,9,5,9.0,0,3,0,0,0,40,1,0
13437,29,5,144592,12,13,5,10.0,5,3,0,0,0,40,1,0
13438,38,4,223004,0,10,4,,0,3,0,0,0,75,1,0
13439,22,5,183257,0,10,5,10.0,5,0,1,0,0,20,1,0
13440,32,5,172714,3,9,5,9.0,5,3,0,0,0,40,1,0
13441,20,5,131611,0,10,5,3.0,5,3,0,0,0,48,1,0
13442,41,5,253060,7,15,2,10.0,4,3,0,0,0,50,1,0
13443,46,5,471990,3,9,2,11.0,4,0,0,0,0,46,1,1
13444,44,5,138966,3,9,2,3.0,1,3,1,0,0,38,1,0
13445,35,5,385412,12,13,5,3.0,0,3,1,0,0,40,1,0
13447,60,5,103344,3,9,2,9.0,4,3,0,15024,0,40,1,1
13448,36,4,135786,15,5,2,9.0,4,3,0,0,0,25,1,0
13449,30,5,227359,0,10,5,9.0,3,3,0,0,0,40,1,0
13450,40,1,86912,10,16,2,5.0,4,3,0,0,0,50,1,1
13451,21,5,83033,0,10,5,3.0,5,3,1,2176,0,20,1,0
13452,25,5,172581,12,13,5,5.0,0,3,1,0,0,40,1,0
13453,56,1,274111,4,14,4,5.0,0,3,0,0,1669,40,1,0
13454,42,5,187795,0,10,2,7.0,4,3,0,99999,0,55,1,1
13455,26,5,483822,6,4,5,4.0,3,3,0,0,0,40,32,0
13456,66,0,220543,3,9,2,3.0,1,3,1,0,0,40,1,1
13457,48,5,152953,6,4,2,9.0,4,3,0,0,0,32,25,0
13458,35,5,239755,0,10,5,10.0,3,3,0,0,0,50,1,0
13459,41,5,177905,4,14,2,5.0,4,3,0,0,0,45,1,1
13460,19,5,200136,0,10,5,10.0,5,3,1,0,0,20,1,0
13461,55,6,111625,3,9,2,10.0,4,3,0,0,0,40,1,0
13462,42,6,336513,12,13,2,9.0,4,3,0,15024,0,60,1,1
13463,45,5,162915,0,10,4,11.0,0,3,0,0,0,50,1,0
13464,29,5,116662,12,13,5,4.0,0,3,0,0,0,40,1,0
13465,42,6,24763,10,16,2,5.0,4,3,0,15024,0,40,1,1
13466,65,5,225580,3,9,4,10.0,0,3,1,0,0,20,1,0
13467,30,5,169104,9,12,5,13.0,2,1,0,0,0,40,20,0
13468,43,5,212894,0,10,2,9.0,4,3,0,0,0,40,1,0
13469,61,5,93997,6,4,2,6.0,4,3,0,0,0,40,17,0
